headline,category,content,url
Mandat na raty. RPO chce zmian ws. wygaszania punktów karnych,Finanse,"Kierowcy, którzy spłacają mandat na raty, dłużej muszą czekać na wykreślenie punktów karnych z ewidencji, przez co są w gorszej sytuacji od tych, których stać na zapłatę od razu - wskazał RPO Marcin Wiącek. Zwrócił się do MSWiA oraz parlamentarnych komisji ustawodawczych o zmianę przepisów. ""Konieczne jest ujednolicenie i zrównanie momentu rozpoczęcia biegu terminu wygaszania punktów karnych osób, które ze względu na gorszą sytuację majątkową dobrowolnie podjęły się spłaty grzywny w ratach, jak i tych, które ze względu na lepszą sytuację majątkową mogły uiścić zobowiązanie od razu lub w terminie wskazanym w mandacie kredytowanym"" - ocenił RPO w piśmie, które zamieszczono na stronie Biura Rzecznika. Wystąpienie RPO wywołane zostało wnioskami kierowanymi do Biura RPO przez kierowców ukaranych mandatami i z doliczonymi punktami karnymi, którzy ze względu na sytuację materialną wnioskują o rozłożenie należności na raty. Dalsza część artykułu pod materiałem wideo ""Takie niekorzystne zróżnicowanie ma polegać ma na tym, że sprawcom wykroczeń dysponującym pieniędzmi na grzywnę punkty karne są wykreślane z ewidencji po roku od jej zapłaty. W stosunku zaś do sprawców, którym mandat rozłożono na raty, nastąpi to po roku od zapłaty ostatniej raty"" - przypomniał Wiącek. Jak wskazał RPO w wystąpieniu ""przedłużanie okresu posiadania punktów karnych poprzez oddalanie",https://www.money.pl/gospodarka/mandat-na-raty-rpo-chce-zmian-ws-wygaszania-punktow-karnych-7084330000218720a.html
