headline,content,url,category
'Najtrudniejsza sytuacja od początku wojny'. Rosjanie mocno uderzyli w jeszcze jednym miejscu,"- Sytuacja jest najgorsza od prawie trzech lat wojny. Pod pewnymi względami nawet gorsza niż wiosną 2022 roku. Powodów jest wiele, brak ludzi, niewystarczające szkolenie... - powiedział w rozmowie z","https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31498749,najtrudniejsza-sytuacja-od-poczatku-wojny-rosjanie-mocno.html",wiadomosci
Muzyk stracił cały dobytek w pożarze poznańskiej kamienicy. Jego siostra pilnie prosi o pomoc,"Pożar w poznańskiej kamienicy przy ul. Kraszewskiego wybuchł 24 sierpnia przed północą. Pisaliśmy na Gazeta.pl, że podczas akcji gaśniczej dwóch strażaków zginęło, a 11 zostało rannych. Mieszkańców ka","https://wiadomosci.gazeta.pl/wiadomosci/7,114883,31252374,muzyk-stracil-caly-dobytek-w-pozarze-poznanskiej-kamienicy.html",wiadomosci
Prawie 70 proc. ofiar konfliktu w Strefie Gazy to kobiety i dzieci. Jest nowy raport ONZ,Raport ONZ ws. Strefy Gazy: Według nowego raportu urzędu Organizacji Narodów Zjednoczonych ds. praw człowieka blisko 70 proc. ofiar trwającego na Bliskim Wschodzie konfliktu to kobiety i dzieci. Przek,"https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31450982,prawie-70-proc-ofiar-konfliktu-w-strefie-gazy-to-kobiety-i.html",wiadomosci
Izrael się nie zatrzymuje. Atak z udziałem 'dziesiątek myśliwców',"Kolejny nalot na Liban: Siły Obronne Izraela (IDF) poinformowały w sobotę (21 września) o intensywnych nalotach z udziałem dziesiątek myśliwców. Cele ponownie znajdują się na południu Libanu, a przy","https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31324463,izrael-sie-nie-zatrzymuje-atak-z-udzialem-dziesiatek-mysliwcow.html",wiadomosci
Tragiczny wypadek niedaleko Wadowic. Trzy osoby nie żyją. Ranni w szpitalu,Co się stało: Około godziny 5:30 na drodze krajowej nr 28 w miejscowości Mucharz w powiecie wadowickim doszło do czołowego zderzenia dwóch samochodów osobowych. W wyniku zdarzenia zginęły trzy osoby.,"https://wiadomosci.gazeta.pl/wiadomosci/7,114883,31400690,tragiczny-wypadek-niedaleko-wadowic-dwie-osoby-nie-zyja-ranni.html",wiadomosci
Słowa Joe Bidena o 'śmieciach' pogrążą Kamalę Harris w wyborach? Bukmacherzy zareagowali,"O co chodzi: Joe Biden w środę 30 października sparafrazował wypowiedź komika Tony'ego Hinchcilffe'a, który podczas wiecu Donalda Trumpa nazwał Portoryko wyspą śmieci. Słowa prezydenta wywołały spor","https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31428959,slowa-joe-bidena-o-smieciach-pograza-kamale-harris-w-wyborach.html",wiadomosci
Podpalił plecak i podrzucił go przed Belwederem. Do bliźniaczego incydentu doszło przed Pałacem,"Policja zatrzymała 57-letniego Polaka, który w poniedziałek około 8:00 rano podpalił i pozostawił przy ogrodzeniu Belwederu plecak. Funkcjonariusze ugasili ogień. Poza plecakiem paliła się też opona,","https://wiadomosci.gazeta.pl/wiadomosci/7,114883,31288070,podpalony-plecak-przed-brama-belwederu-s.html",wiadomosci
"Faszystowska gala Trumpa. Jak wygra, chce wyprowadzić wojsko na ulice","Madison Square Garden, Nowy Jork. Osiemdziesiąt pięć lat temu, na kilka miesięcy przed tym, jak niemieckie samoloty zrzuciły pierwsze bomby na Polskę, wielki wiec zorganizowali tutaj amerykańscy naziś","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31421410,faszystowska-gala-trumpa-jak-wygra-chce-wyprowadzic-wojsko.html",wiadomosci
Czy Duda poleci do Trumpa? Są dwa scenariusze. Mastalerek już działa,"Andrzej Duda pojedzie do Donalda Trumpa? Według ustaleń Onetu Kancelaria Prezydenta złożyła wniosek o rezerwację samolotu na lot do USA. Data wylotu nie jest jednak jeszcze znana, ponieważ trwa oczeki","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31452417,czy-duda-poleci-do-trumpa-sa-dwa-scenariusze-mastalerek-juz.html",wiadomosci
Wielkopolska. Auto zderzyło się z cysterną. Nie żyją dwie osoby,Co się stało: W miejscowości Pamiątkowo w gminie Szamotuły w województwie wielkopolskim doszło do tragicznego w skutkach wypadku. Na drodze krajowej numer 184 samochód osobowy zderzył się czołowo z cy,"https://wiadomosci.gazeta.pl/wiadomosci/7,114883,31498579,wielkopolska-auto-zderzylo-sie-z-cysterna-nie-zyja-dwie-osoby.html",wiadomosci
"Donald Tusk ma plan na Kierwińskiego, stąd jego powrót do rządu. Ale jest warunek","I faktycznie, do Kancelarii Prezydenta wpłynął wniosek o powołanie Marcina Kierwińskiego w skład rządu. Małgorzata Paprocka, szefowa KPRP poinformowała PAP, że uroczystość  złożenia przez niego ślubow","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31328480,donald-tusk-ma-plan-na-kierwinskiego-stad-jego-powrot-do-rzadu.html",wiadomosci
Ksiądz Michał Olszewski opuścił areszt. 'Wasze modlitwy mnie wydobyły',"Po siedmiu miesiącach ksiądz Olszewski wyszedł z aresztu: W piątek 25 października po godzinie 13 ksiądz Michał Olszewski opuścił areszt śledczy w Warszawie-Służewcu. - Tak, to był areszt wydobywczy,","https://wiadomosci.gazeta.pl/wiadomosci/7,114883,31415031,ksiadz-michal-olszewski-opuscil-areszt-wasze-modlitwy-mnie.html",wiadomosci
Paraliż Warszawy przez ulewę. W tunelu w Ursusie 'utonęły' samochody,"800 zgłoszeń odnotowała warszawska straż pożarna w związku z ulewą, która przeszła ostatniej doby przez miasto. Młodszy kapitan Jakub Nowak z Komendy Miejskiej Państwowej Straży Pożarnej w Warszawie p","https://wiadomosci.gazeta.pl/wiadomosci/7,114883,31239641,tunel-w-ursusie-ponownie-zalany-samochody-dryfuja-pod-woda.html",wiadomosci
Duda reaguje na decyzję ws. Barskiego. Pisze o 'rażącym pogwałceniu zasady praworządności',Andrzej Duda reaguje na decyzję Izby Karnej Sądu Najwyższego: Z satysfakcją przyjmuję orzeczenie Sądu Najwyższego potwierdzające słuszność mojego stanowiska o nielegalności usunięcia prok. Dariusza B,"https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31341768,duda-reaguje-na-decyzje-ws-barskiego-pisze-o-razacym-pogwalceniu.html",wiadomosci
Justyna Socha opublikowała wpis o 'cichej eutanazji'. Została skazana,Skazanie antyszczepionkowej działaczki: Justyna Socha została skazana 10 października na karę roku ograniczenia wolności w postaci wykonywania prac społecznych w wymiarze 30 godzin miesięcznie. Jak pr,"https://wiadomosci.gazeta.pl/wiadomosci/7,114883,31379167,socha-opublikowala-wpis-o-cichej-eutanazji-zostala-kazana.html",wiadomosci
Polacy wśród klientów sklepu z neonazistowskimi materiałami. Na liście prawicowi działacze,"Jesienią ubiegłego roku do sieci wyciekły dane 5,4 tys. klientów szwedzkiego sklepu internetowego Midgård, oferującego m.in. płyty neonazistowskich zespołów, czasopisma i książki promujące nazizm, a t","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31288062,polacy-wsrod-klientow-sklepu-z-neonazistowskimi-materialami.html",wiadomosci
"Lech Wałęsa jest w szpitalu. Dodał zdjęcie z tajemniczym podpisem. Jego asystent ujawnił, co się dzieje","Lech Wałęsa w szpitalu: Lech Wałęsa w piątek 15 listopada dodał zdjęcie ze szpitala z podpisem Przypomnieli sobie o mnie. Były prezydent nie sprecyzował jednak, z jakiego powodu znalazł się w placów","https://wiadomosci.gazeta.pl/wiadomosci/7,114883,31468200,przypomnieli-sobie-o-mnie-lech-walesa-jest-w-szpitalu-jego.html",wiadomosci
Ziobro zostanie przymusowo doprowadzony przed komisję? 'Jeżeli się nie stawi...',"Przesłuchanie Zbigniewa Ziobry: Pod koniec września przewodnicząca komisji śledczej ds. Pegasusa Magdalena Sroka przekazała, że 14 października o godzinie 10:00 odbędzie się przesłuchanie byłego minis","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31353286,ziobro-zostanie-przymusowo-doprowadzony-przed-komisje-jezeli.html",wiadomosci
Trzaskowski chwali decyzję USA ws. rakiet. Przy okazji wbija szpilę kanclerzowi Niemiec,"Zgoda na użycie rakiet: The New York Times poinformował, że Stany Zjednoczone zezwoliły Ukrainie na użycie amerykańskich rakiet ATACMS do ataków na cele w głąb Rosji. Decyzja wywołała entuzjazm w Po","https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31471461,trzaskowski-chwali-decyzje-usa-ws-rakiet-przy-okazji-wbija.html",wiadomosci
Zbiorowy gwałt na mężczyźnie w Niemczech. Możliwy motyw polityczny,Co się stało: Czterech mężczyzn zostało aresztowanych w związku z gwałtem na 30-letnim Irańczyku. Napastnicy mieli 7 września związać i upokorzyć seksualnie swoją ofiarę w budynku starego browaru w Is,"https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31291115,zbiorowy-gwalt-na-mezczyznie-w-niemczech-mozliwy-motyw-polityczny.html",wiadomosci
Zabójstwo pracowniczki nielegalnego salonu gier. Zatrzymano podejrzanego. 'Przyznał się do zarzutu',"O co chodzi: Dziennikarz RMF FM dowiedział się, że zatrzymano mężczyznę podejrzanego o brutalne zabójstwo 48-letniej kobiety w Lubsku. Kobieta miała zostać znaleziona przedwczoraj z ranami kłutymi. 4","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31466817,zabojstwo-pracowniczki-salonu-gier-w-lubsku-zatrzymano-podejrzanego.html",wiadomosci
Niepokojące wpisy sędziego Tomasza Szmydta na Białorusi. 'Zabiją mnie za to',"Co się wydarzyło: Sędzia Tomasz Szmydt w piątkowy wieczór 28 września opublikował wpis, w którym zamieścił link do piosenki niemieckiego zespołu metalowego Erdling Mein Element, stwierdził, że lubi","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31343353,seria-szokujacych-wpisow-sedziego-szmydta-zabija-mnie-za-to.html",wiadomosci
Korea Południowa ogłasza stan wojenny. Prezydent oskarża opozycję,"Ogłoszenie koreańskiego prezydenta: Yoon Suk Yeol podczas wtorkowego (3 grudnia) briefingu prasowego, transmitowanego w telewizji, ogłosił stan wojenny - podaje Associated Press. - Ogłaszam stan wojen","https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31514388,korea-poludniowa-oglasza-stan-wojenny-prezydent-oskarza-opozycje.html",wiadomosci
Beata Kempa dostała nową posadę. Tę pracę zawdzięcza Andrzejowi Dudzie,Co się dzieje: Beata Kempa została doradczynią prezydenta. Decyzją Andrzeja Dudy była europosłanka Suwerennej Polski zacznie pełnić swoją nową funkcję już od 19 września. Dziękuję bardzo za zaufanie.,"https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31316809,beata-kempa-zmienia-prace-poslanka-od-ziobry-bedzie-doradzac.html",wiadomosci
Nieoficjalnie: Kaczyński 'wściekły' na Morawieckiego i jego ludzi. 'Zaczynają fikać',"Co wiadomo o fuzji PIS-u i SP: - W planach jest połączenie się partii. Jest pytanie, kiedy, czy już teraz we wrześniu, czy też nieco później. Jest to brane pod uwagę bardzo poważnie - mówił pod koniec","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31349234,nieoficjalnie-kaczynski-wsciekly-na-morawieckiego-i-jego.html",wiadomosci
Wypadek autobusu z dziećmi. Przebił się przez ogrodzenie i uderzył w budynek,"Wypadek autobusu szkolnego na Dolnym Śląsku: Do zdarzenia doszło w środę przed godziną 8 w miejscowości Góra. Kierowca z niewyjaśnionych przyczyn stracił panowanie nad pojazdem, przebił się przez ogro","https://wiadomosci.gazeta.pl/wiadomosci/7,114883,31388601,wypadek-autobusu-z-dziecmi-przebil-sie-przez-ogrodzenie-i-uderzyl.html",wiadomosci
Władze Walencji o dużej liczbie ofiar: Ludzie w czasie deszczu schodzą do garaży,"Ofiary powodzi w Hiszpanii: Do piątku 1 listopada liczba ofiar powodzi w Hiszpanii wyniosła 205 osób, większość z nich w Walencji. W gminie Paiporta zginęło ponad 60 osób. Alerty z agencji ochrony lud","https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31433704,wladze-hiszpanii-przyznaja-ludzie-w-czasie-deszczu-schodza.html",wiadomosci
"Atak na króla Hiszpanii na terenach powodziowych. Błoto, kamienie i okrzyki: 'Mordercy!'","Król Hiszpanii na terenach powodziowych: Filip VI odwiedził w niedzielę 3 listopada miasto Paiporta zniszczone przez powódź. Towarzyszyła mu żona, premier Hiszpanii oraz lokalne władze. Mieszkańcy obr","https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31435322,atak-na-krola-hiszpanii-na-terenach-powodziowych-bloto-kamienie.html",wiadomosci
Tysiące rosyjskich żołnierzy zniknęło z Białorusi. Zostały pojedyncze jednostki,"Pod koniec sierpnia ukraiński wywiad wojskowy doniósł o koncentracji białoruskich wojsk w obwodzie homelskim, blisko granicy z Ukrainą. Żołnierze byli tam oddelegowani pod pretekstem ćwiczeń. Do regio","https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31286444,tysiace-rosyjskich-zolnierzy-zniknelo-z-bialorusi-zostaly-pojedyncze.html",wiadomosci
Tragedia nad Bałtykiem. Na plażę wypłynęło ciało mężczyzny. Policja apeluje do turystów,"W sobotę 24 sierpnia w godzinach popołudniowych policjanci z Kosakowa zostali powiadomieni, że na plażę w nadbałtyckiej miejscowości Mechelinki wypłynęło ciało mężczyzny. Przekazano już pierwsze infor","https://wiadomosci.gazeta.pl/wiadomosci/7,114883,31251428,tragedia-nad-baltykiem-na-plaze-wyplynelo-cialo-mezczyzny.html",wiadomosci
'Szokujący' sondaż w jednym ze stanów. Sztab Donalda Trumpa triumfuje,"Wyniki sondażu: New Hampshire Journal opublikował 27 października wyniki najnowszego sondażu, który sam portal nazywa szokującym. Donald Trump uzyskał w badaniu przeprowadzonym przez  Praecones Anal","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31423748,szokujacy-sondaz-w-jednym-ze-stanow-sztab-donalda-trumpa.html",wiadomosci
"'Partia Boga' dwa razy zmusiła Izrael do odwrotu, a główny koszt ponosił Liban. Jak będzie tym razem?","Pełnej otwartej wojny między Hezbollahem i Izraelem co prawda jeszcze nie ma, ale faktycznie tak intensywnych walk nie było od prawie dwóch dekad. Choć obie strony od prawie roku ostrzeliwują i bombar","https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31331405,partia-boga-dwa-razy-zmusila-izrael-do-odwrotu-przerzucajac.html",wiadomosci
Śmiertelny wypadek niedaleko Olsztyna. Osobówka zderzyła się z tirem. Trzy osoby nie żyją,Co się stało? W środę 18 września rano doszło do wypadku w miejscowości Pawłowo w powiecie olsztyńskim w województwie warmińsko-mazurskim. Na drodze ekspresowej S7 doszło do zderzenia samochodu osobow,"https://wiadomosci.gazeta.pl/wiadomosci/7,114883,31314248,smiertelny-wypadek-niedaleko-olsztyna-osobowka-zderzyla-sie.html",wiadomosci
Romanowski nie stawił się na przesłuchaniu. Gdzie przebywa? Jest stanowisko prokuratury,"Co się dzieje: Poseł Marcin Romanowski nie stawił się w prokuraturze. Jego obrońca nadesłał pisemne usprawiedliwienie nieobecności, w którym wskazał, że wynikła ona z wcześniej zaplanowanego, dłuższe","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31364919,romanowski-nie-stawil-sie-na-przesluchaniu-gdzie-przebywa.html",wiadomosci
Kilometrówek ciąg dalszy. 'GW': Prokurator od Ziobry w ciągu roku trzy razy 'okrążył' Ziemię,"Co się stało: Gazeta Wyborcza donosi, że Jerzy Ziarkiewicz w zeszłym roku wyjeździł w delegacjach ponad 120 tysięcy kilometrów (odległość trzy razy dłuższą od równika). Z tego tytułu miał otrzymać 1","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31550845,kilometrowek-ciag-dalszy-gw-prokurator-od-ziobry-w-ciagu.html",wiadomosci
Katolicka szkoła nie przyjęła córki Szymona Hołowni. Placówka wydała oświadczenie,"Moja kochana córeczka po raz pierwszy w szkole. Mania przejęta, ale zachwycona. Ja - ledwo to przeżyłem. W głowie huragan wzruszeń, troski, myśli o upływie czasu, własnych wspomnień - napisał w poni","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31279146,katolicka-szkola-nie-przyjela-corki-szymona-holowni-placowka.html",wiadomosci
Ziobro nie stawił się na przesłuchaniu. 'Przywita się z kajdankami'? Poseł tłumaczy,O co chodzi: Zbigniew Ziobro nie stawił się w poniedziałek na przesłuchanie przed komisją śledczą ds. Pegasusa. Posłowie przegłosowali wniosek o ukaranie polityka grzywną. Kolejny termin przesłuchania,"https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31388152,ziobro-nie-stawil-sie-na-przesluchaniu-przywita-sie-z-kajdankami.html",wiadomosci
Masowy atak dronów na Rosję. Maszyny uderzyły w bloki mieszkalne. Jedna osoba nie żyje,"Co się stało: Ukraińskie drony dalekiego zasięgu atakowały Moskwę i dziewięć rosyjskich obwodów. Rosyjski resort obrony przekazał, że udało się strącić 144 ukraińskie bezzałogowce. Rosyjskie władze po","https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31294084,masowy-atak-dronow-na-rosje-maszyny-uderzyly-w-bloki-mieszkalne.html",wiadomosci
"Ty też możesz sięgnąć po kasę z KPO. Zobacz, jak to zrobić","Czy Polska jest dobrze rozwinięta? Na pewno jesteśmy w trakcie skoku cywilizacyjnego i to widać – ale niestety najgorzej to widać w energetyce. Kasia mówi wprost, że jako dyktatura węgla mamy ogromny","https://wiadomosci.gazeta.pl/wiadomosci/7,114883,31419922,wiatraki-ciuchcie-i-wasze-ogrzewanie-kasia-gandor-krociutko.html",wiadomosci
Zbliża się zmiana w rządzie. Media: Agnieszka Buczyńska zamierza złożyć rezygnację,Rezygnacja w rządzie: Według informacji PAP Agnieszka Buczyńska planuje w przyszłym tygodniu złożyć rezygnację z funkcji ministerki ds. społeczeństwa obywatelskiego. Decyzja ma być podyktowana względa,"https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31379314,zbliza-sie-zmiana-w-rzadzie-media-agnieszka-buczynska-zamierza.html",wiadomosci
Ukraiński ekspert ostrzega: Sytuacja robi się niebezpieczna. Wszystko leci w kierunku Pokrowska,"Ekspert ds. wojskowych Mychajło Żyrchow przeanalizował w rozmowie z Onetem obecną sytuację w obwodzie kurskim. Jak powiedział, natarcie ukraińskiej armii w kierunku Kurska zostało wstrzymane. - Było","https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31249598,ukrainski-ekspert-ostrzega-sytuacja-robi-sie-niebezpieczna.html",wiadomosci
Co dalej ze strefą buforową przy granicy z Białorusią? Zapadła decyzja,Co się dzieje? Ministerstwo spraw wewnętrznych i administracji zdecydowało o przedłużeniu funkcjonowania strefy buforowej na granicy z Białorusią. Dotychczasowe rozporządzenie obowiązywało do środy 11,"https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31293766,co-dalej-ze-strefa-buforowa-przy-granicy-z-bialorusia-mswia.html",wiadomosci
21-letnia Jazydka uratowana. ISIS porwało ją ponad 10 lat temu. 'Nie chciałam tego małżeństwa',"Co się wydarzyło: Izraelskie wojsko poinformowało o uratowaniu 21-letniej kobiety. Według doniesień Agencji Reutera należy ona do starożytnej jazdyckiej mniejszości religijnej, która zamieszkuje główn","https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31359384,21-letnia-jazydka-uratowana-isis-porwal-ja-ponad-10-lat-temu.html",wiadomosci
Andrzej Duda grozi rządowi. 'Będą mieli ze mną problem',"Co zapowiedział Andrzej Duda: Prezydent w piątkowym wywiadzie w Polsat News mówił o sporze o ambasadorów. Podkreślił, że w tej sprawie między nim a rządem zawsze jest pole do kompromisu. Jego zdanie","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31340184,andrzej-duda-grozi-rzadowi-beda-mieli-ze-mna-problem.html",wiadomosci
Zapowiedź Tuska ws. ograniczenia prawa do azylu. Obywatele tych krajów złożyli najwięcej wniosków,O co chodzi: Premier Donald Tusk zapowiedział podczas konwencji Koalicji Obywatelskiej nową strategię migracyjną rządu pod hasłem: Odzyskać kontrolę - zapewnić bezpieczeństwo. Elementem nowej polity,"https://wiadomosci.gazeta.pl/wiadomosci/7,114883,31385008,zapowiedz-tuska-ws-ograniczenia-prawa-do-azylu-obywatele-tych.html",wiadomosci
'Wielka Piątka UE' spotkała się w Warszawie. Radosław Sikorski ostrzega Europę. 'Nie mamy złudzeń',"Wielka Piątka UE w Warszawie: Na spotkaniu 19 listopada byli obecni ministrowie spraw zagranicznych Polski, Francji, Niemiec i Włoch, natomiast szef dyplomacji Hiszpanii wziął udział w wydarzeniu zd","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31476843,wielka-piatka-ue-spotkala-sie-w-warszawie-radoslaw-sikorski.html",wiadomosci
Amerykańskie sondażownie przyjrzały się wynikom wyborów w Gruzji. 'Niewytłumaczalne',"Duża rozbieżność: Według przedstawionych przez Centralną Komisję Wyborczą wyników sobotnich (26 października) wyborów parlamentarnych w Gruzji rządząca partia Gruzińskie Marzenie uzyskała 53,94 procen","https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31433382,amerykanskie-sondazownie-przyjrzaly-sie-wynikom-wyborow-w-gruzji.html",wiadomosci
Największy od lat pożar roślinności na północy Rumunii. Ewakuowano mieszkańców,Do gaszenia największego od lat w tym regionie Rumunii pożaru wezwano siły Departamentu ds. Sytuacji Nadzwyczajnych MSW oraz także samoloty wojskowe - powiadomiły władze kraju. W niedzielę szef resort,"https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31287642,najwiekszy-od-lat-pozar-roslinnosci-na-polnocy-rumunii-ewakuowano.html",wiadomosci
Dwa i pół miesiąca po powodzi. Mieszkanka Stronia Śląskiego: Nie dożyję odbudowy,"Tomka ze sklepu żelaznego pytaniami odrywam od pracy. Pokazuje budynek obok i mówi, że woda sięgała do parapetów górnych okien, czyli na jakieś dwa metry. Wyciąga rękę przed siebie i zaczyna opowiadać","https://wiadomosci.gazeta.pl/wiadomosci/7,114883,31507405,2-5-miesiaca-po-powodzi-mieszkanka-stronia-slaskiego-to-jakis.html",wiadomosci
Czy Kaczyński powinien stracić immunitet? Hołownia: Mam poważne wątpliwości jako człowiek,"Szymon Hołownia ma wątpliwości: W środę podczas konferencji prasowej marszałek Sejmu został zapytany o to, czy Jarosław Kaczyński powinien stracić immunitet. Chodzi o kwestię zniszczenia wieńca pod po","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31516722,czy-kaczynski-powinien-stracic-immunitet-holownia-mam-powazne.html",wiadomosci
"Tusk zaczął przemawiać, posłowie wyszli z sali. Wbił szpilę Kaczyńskiemu. 'Gdyby nie stchórzył...'","Donald Tusk przemówił w Sejmie: Premier wszedł na mównicę po wygłoszeniu orędzia prezydenta do Sejmu. - 15 października Polacy powiedzieli jednoznacznie, że mają dosyć rządów partii, która pana prezyd","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31389038,tuska-ze-poslowie-pis-wyszli-z-sali-krzyczeli-klamca-w.html",wiadomosci
Rośnie obecność rosyjskich okrętów u wybrzeży Europy. Portugalski admirał: Wywieramy na nie presję,,"https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31470836,rosnie-obecnosc-rosyjskich-okretow-u-wybrzezy-europy-portugalski.html",wiadomosci
Wstrząsający proces francuskiego gwałciciela. Córka z płaczem wybiegła z sali sądowej,"Proces 71-letniego Dominique'a Pélicota z miejscowości Mazan w pobliżu Awinionu rozpoczął się w poniedziałek (2 września). Śledczy ustalili, że mężczyzna przez ponad 10 lat odurzał narkotykami swoją ż","https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31276745,wstrzasajacy-proces-francuskiego-gwalciciela-corka-z-placzem.html",wiadomosci
Pięciolatek zbił w muzeum starożytny dzban. Artefakt miał około 3500 lat. 'Chwyciła dziecko i wybiegli',"Izraelskie muzeum Hecht, które znajduje się w miejscowości Hajfa poinformowało we wpisie w mediach społecznościowych o incydencie, do którego doszło kilka dni temu. Pięciolatek zbił dzban, który zosta","https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31258327,pieciolatek-zbil-w-muzeum-starozytny-dzban-artefakt-mial-okolo.html",wiadomosci
Szwajcaria: nie żyje 39-letni Polak. Świadkiem zabójstwa była córka,"Lokalna policja przekazała w komunikacie, że zgłoszenie w sprawie strzelaniny wpłynęło w niedzielę po godz. 10 rano. Jak poinformowano, na klatce schodowej bloku w Wohlen znaleziono zwłoki 39-letniego","https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31235458,szwajcaria-zabojstwo-39-letniego-polaka-zwrocil-uwage-halasujacemu.html",wiadomosci
Romanowski składa zawiadomienie ws. 'j***ć PiS' na Campus Polska. Matecki grzmi o 'znieważeniu wierzących',"Hasło j***ć PiS, które było śpiewane podczas Campus Polska Przyszłości wywołało oburzenie wśród polityków prawicy. Jednym z nich był Marcin Romanowski z Suwerennej Polski, który w poniedziałek 26 si","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31254908,romanowski-sklada-zawiadomienie-ws-j-c-pis-na-campus-polska.html",wiadomosci
"Gwałt na 20-latce pod Warszawą. Poruszający apel sołtysa Wólki Kosowskiej, gdzie mieszkali podejrzani","W nocy z 27 na 28 lipca 20-letnia studentka miała paść ofiarą zbiorowego gwałtu. W jednym z warszawskich klubów kobieta poznała mężczyznę, który zaproponował, że odwiezie ją do domu. 20-latce nagle u","https://wiadomosci.gazeta.pl/wiadomosci/7,114883,31217244,gwalt-na-20-latce-pod-warszawa-poruszajacy-apel-soltysa-wolki.html",wiadomosci
Talibowie zakazują kobiecego głosu w miejscach publicznych. Spisano 114 stron zasad moralności,"Jak informuje CNN za Associated Press, talibowie wprowadzili nowe prawo - zakazali kobietom śpiewać i czytać w miejscach publicznych. Głosu kobiet nie będzie można usłyszeć m.in. w transporcie publicz","https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31251465,talibowie-zakazuja-dzwieku-kobiecego-glosu.html",wiadomosci
Koszmar na wakacjach. Ojciec chrzestny 13-latki oskarżony o pedofilię,Oskarżony o pedofilię: Prokuratura Rejonowa we Wschowie skierowała do sądu akt oskarżenia przeciwko 45-latkowi. Jest on podejrzany o doprowadzenie swojej 13-letniej chrześnicy do poddania się innym cz,"https://wiadomosci.gazeta.pl/wiadomosci/7,114883,31480431,koszmar-na-wakacjach-ojciec-chrzestny-13-latki-jest-podejrzany.html",wiadomosci
"Trump mówił o 'fali przestępczości Kamali'. Dziennikarz sprawdził dane, a sztab się obraził","Donald Trump podczas konferencji w Michigan przekonywał, że od kiedy przestał być prezydentem, przestępczość wzrosła dwukrotnie. Mówił m.in., że poziom przestępczości jest niewiarygodny, a w dużych mi","https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31246955,trump-mowil-o-fali-przestepczosci-kamali-dziennikarz-sprawdzil.html",wiadomosci
'Polityka': Koalicja Obywatelska szykuje prawdziwą bombę w sprawie aborcji,"Jak informuje Polityka, Koalicja Obywatelska szykuje prawdziwą bombę w sprawie aborcji. Z otoczenia Donalda Tuska wyszła informacja, że KO poważnie rozpatruje propozycję PSL i Polski 2050, by prze","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31282995,polityka-koalicja-obywatelska-szykuje-prawdziwa-bombe-w-sprawie.html",wiadomosci
"Brejza przed komisją ds. Pegasusa. 'Domyśliłem się, kiedy zobaczyłem w TVP moje wiadomości'","Krzysztof Brejza o możliwych przyczynach jego inwigilacji: - Byłem osobą, która ujawniała szereg afer władzy PiS - powiedział europoseł. Wskazał również na osobistą niechęć ze strony prezesa PiS Jaros","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31402262,brejza-przed-komisja-ds-pegasusa-domyslilem-sie-kiedy-zobaczylem.html",wiadomosci
