headline,category,url,sub_category
Korea Północna wspiera Rosję. Ukraina ma jedną odpowiedź,technologia,"https://geekweek.interia.pl/militaria/news-korea-polnocna-wspiera-rosje-ukraina-ma-jedna-odpowiedz,nId,20341743",Militaria
Jak włączyć dyktafon w telefonie i nagrywać dźwięk? ,technologia,"https://geekweek.interia.pl/technologia/news-jak-wlaczyc-dyktafon-w-telefonie-i-nagrywac-dzwiek,nId,20341546",Technologia
Najlepszy grzejnik elektryczny. Nie zrujnuje portfela,technologia,"https://geekweek.interia.pl/technologia/news-najlepszy-grzejnik-elektryczny-nie-zrujnuje-portfela,nId,20341577",Technologia
Czy można odzyskać dane z karty SD? Jest na to sposób,technologia,"https://geekweek.interia.pl/technologia/news-czy-mozna-odzyskac-dane-z-karty-sd-jest-na-to-sposob,nId,20245780",Technologia
Awaria prądu w domu? Ten sprzęt cię uratuje przed blackoutem,technologia,"https://geekweek.interia.pl/gadzety/news-awaria-pradu-w-domu-ten-sprzet-cie-uratuje-przed-blackoutem,nId,20341517",Gadżety
Nowa usługa w Żabce. Szybkie i sprawne wydruki za grosze ,technologia,"https://geekweek.interia.pl/technologia/news-nowa-usluga-w-zabce-szybkie-i-sprawne-wydruki-za-grosze,nId,20341710",Technologia
Brak sygnału telewizji naziemnej. Jak przywrócić programy?,technologia,"https://geekweek.interia.pl/technologia/news-brak-sygnalu-telewizji-naziemnej-jak-przywrocic-programy,nId,20245733",Technologia
Bez multiroomu. Jak podłączyć dwa telewizory do jednego dekodera?,technologia,"https://geekweek.interia.pl/technologia/news-bez-multiroomu-jak-podlaczyc-dwa-telewizory-do-jednego-dekod,nId,20341572",Technologia
"Pokazali, jak najpotężniejszy samolot świata bombarduje rosyjską armię",technologia,"https://geekweek.interia.pl/militaria/news-pokazali-jak-najpotezniejszy-samolot-swiata-bombarduje-rosyj,nId,20341706",Militaria
"Szwedzi już wysyłali na Ukrainę myśliwce Gripen, ale NATO powiedziało stop",technologia,"https://geekweek.interia.pl/lotnictwo/news-szwedzi-juz-wysylali-na-ukraine-mysliwce-gripen-ale-nato-pow,nId,20341702",Lotnictwo
„WTF z tą bronią atomową?”. Wiadomość od UFO dla ludzkości,technologia,"https://geekweek.interia.pl/kosmos/news-wtf-z-ta-bronia-atomowa-wiadomosc-od-ufo-dla-ludzkosci,nId,20341511",Kosmos
Polskie czołgi Leopard 2PL po raz pierwszy za granicą,technologia,"https://geekweek.interia.pl/militaria/news-polskie-czolgi-leopard-2pl-po-raz-pierwszy-za-granica,nId,20341682",Militaria
Korea Południowa mówi „nie”. Ukraina może zapomnieć o tej broni,technologia,"https://geekweek.interia.pl/militaria/news-korea-poludniowa-mowi-nie-ukraina-moze-zapomniec-o-tej-broni,nId,20341674",Militaria
Dostajemy czołgi w oszałamiającym tempie. Kolejne K2 w Polsce,technologia,"https://geekweek.interia.pl/militaria/news-dostajemy-czolgi-w-oszalamiajacym-tempie-kolejne-k2-w-polsce,nId,20341623",Militaria
mObywatel ma również te dokumenty. Resort przypomina,technologia,"https://geekweek.interia.pl/technologia/news-mobywatel-ma-rowniez-te-dokumenty-resort-przypomina,nId,20341633",Technologia
Polecą sterowcem dookoła Ziemi bez lądowania,technologia,"https://geekweek.interia.pl/transport/news-poleca-sterowcem-dookola-ziemi-bez-ladowania,nId,7062999",Transport
"Chcesz zarobić milion? Nagraj UFO. Nowa ""oferta"" Amazona",technologia,"https://geekweek.interia.pl/kosmos/news-chcesz-zarobic-milion-nagraj-ufo-nowa-oferta-amazona,nId,7071023",Kosmos
Zmienili pickupa w zabójczą maszynę. Rosjanie przerażeni,technologia,"https://geekweek.interia.pl/militaria/news-zmienili-pickupa-w-zabojcza-maszyne-rosjanie-przerazeni,nId,7069537",Militaria
Ten statek kosmiczny uratuje galaktykę. A ty możesz nim dowodzić,technologia,"https://geekweek.interia.pl/geekextra/news-ten-statek-kosmiczny-uratuje-galaktyke-a-ty-mozesz-nim-dowod,nId,7060955",GeekExtra
Jak odzyskać usunięte wiadomości z Messengera? Odszukaj kopię,technologia,"https://geekweek.interia.pl/technologia/news-jak-odzyskac-usuniete-wiadomosci-z-messengera-odszukaj-kopie,nId,7064747",Technologia
"Samsung Galaxy S23 FE, Galaxy Buds FE i Tab S9 FE zaprezentowane. Znamy ceny",technologia,"https://geekweek.interia.pl/mobile/news-samsung-galaxy-s23-fe-galaxy-buds-fe-i-tab-s9-fe-zaprezentow,nId,7066711",Mobile
Amerykańskie seriale pełne propagandy Kremla. Oni o to zadbali,technologia,"https://geekweek.interia.pl/militaria/news-amerykanskie-seriale-pelne-propagandy-kremla-oni-o-to-zadbal,nId,7064457",Militaria
Niezwykły film. Ukraińcy rozbili całą grupę rosyjskich wozów,technologia,"https://geekweek.interia.pl/militaria/news-niezwykly-film-ukraincy-rozbili-cala-grupe-rosyjskich-wozow,nId,7063015",Militaria
Facebook ma być płatny. Meta zamierza też pobierać opłaty za Instagram,technologia,"https://geekweek.interia.pl/internet/news-facebook-ma-byc-platny-meta-zamierza-tez-pobierac-oplaty-za,nId,7066779",Internet
To zabolało. Ukraińcy zniszczyli atomową artylerię Rosji,technologia,"https://geekweek.interia.pl/militaria/news-to-zabolalo-ukraincy-zniszczyli-atomowa-artylerie-rosji,nId,7064563",Militaria
Ukraińskie Leopardy naprawiane w Polsce wracają na front,technologia,"https://geekweek.interia.pl/militaria/news-ukrainskie-leopardy-naprawiane-w-polsce-wracaja-na-front,nId,7062821",Militaria
Żelazna Kopuła broni dziś Izraela. Może ją dostać Polska,technologia,"https://geekweek.interia.pl/militaria/news-zelazna-kopula-broni-dzis-izraela-moze-ja-dostac-polska,nId,7073302",Militaria
Łódź podwodna napędzana pedałami. Wyścig po ochronę środowiska,technologia,"https://geekweek.interia.pl/technologia/news-lodz-podwodna-napedzana-pedalami-wyscig-po-ochrone-srodowisk,nId,7068907",Technologia
Tak polskie czołgi pomagają wypędzić Rosjan z Ukrainy,technologia,"https://geekweek.interia.pl/militaria/news-tak-polskie-czolgi-pomagaja-wypedzic-rosjan-z-ukrainy,nId,7071829",Militaria
Plus znów z najszybszym internetem 5G w Polsce. Jest raport,technologia,"https://geekweek.interia.pl/mobile/news-plus-znow-z-najszybszym-internetem-5g-w-polsce-jest-raport,nId,7071654",Mobile
Jak skorzystać z mObywatela 2.0? Praktyczny przewodnik po aplikacji,technologia,"https://geekweek.interia.pl/technologia/news-jak-skorzystac-z-mobywatela-2-0-praktyczny-przewodnik-po-apl,nId,7069121",Technologia
Ta broń przeraża Ukraińców. Nie ma przed nią ratunku,technologia,"https://geekweek.interia.pl/militaria/news-ta-bron-przeraza-ukraincow-nie-ma-przed-nia-ratunku,nId,7071895",Militaria
Ukraińcy polują na Rosjan w Afryce? Niebywały film,technologia,"https://geekweek.interia.pl/militaria/news-ukraincy-poluja-na-rosjan-w-afryce-niebywaly-film,nId,7071609",Militaria
Siły USA zestrzeliły drona NATO. Pierwszy taki przypadek,technologia,"https://geekweek.interia.pl/militaria/news-sily-usa-zestrzelily-drona-nato-pierwszy-taki-przypadek,nId,7069489",Militaria
"Szwedzi pokazali modyfikację wozu, który poluje na Rosjan",technologia,"https://geekweek.interia.pl/militaria/news-szwedzi-pokazali-modyfikacje-wozu-ktory-poluje-na-rosjan,nId,7069195",Militaria
iOS 17.0.3 to kolejna łatka dla iPhone'ów. Nie tylko dla modeli 15 Pro,technologia,"https://geekweek.interia.pl/mobile/news-ios-17-0-3-to-kolejna-latka-dla-iphone-ow-nie-tylko-dla-mode,nId,7068934",Mobile
Google Pixel Watch 2 oficjalnie. Są też nowe słuchawki Pixel Buds Pro,technologia,"https://geekweek.interia.pl/gadzety/news-google-pixel-watch-2-oficjalnie-sa-tez-nowe-sluchawki-pixel,nId,7068879",Gadżety
Google Pixel 8 i 8 Pro zaprezentowane. Znamy ceny i specyfikacje,technologia,"https://geekweek.interia.pl/mobile/news-google-pixel-8-i-8-pro-zaprezentowane-znamy-ceny-i-specyfika,nId,7068832",Mobile
Drony nad Smoleńskiem. Ukraińcy mieli trafić ważną fabrykę,technologia,"https://geekweek.interia.pl/militaria/news-drony-nad-smolenskiem-ukraincy-mieli-trafic-wazna-fabryke,nId,7062761",Militaria
Jak włączyć screen mirroring i połączyć telefon z telewizorem?,technologia,"https://geekweek.interia.pl/technologia/news-jak-wlaczyc-screen-mirroring-i-polaczyc-telefon-z-telewizore,nId,6980781",Technologia
Jak zrobić i jak wysłać pinezkę w Mapach Google?,technologia,"https://geekweek.interia.pl/mobile/news-jak-zrobic-i-jak-wyslac-pinezke-w-mapach-google,nId,6874104",Mobile
Robot jak wyjęty z filmu. Japończycy zbudowali robota do zadań specjalnych,technologia,"https://geekweek.interia.pl/technologia/news-robot-jak-wyjety-z-filmu-japonczycy-zbudowali-robota-do-zada,nId,7064585",Technologia
"Zamach na Elżbietę II ""zleciła"" mu sztuczna inteligencja. Usłyszał wyrok",technologia,"https://geekweek.interia.pl/lifestyle/news-zamach-na-elzbiete-ii-zlecila-mu-sztuczna-inteligencja-uslys,nId,7071087",Lifestyle
Porwał go własny samochód elektryczny. O krok od tragedii!,technologia,"https://geekweek.interia.pl/technologia/news-porwal-go-wlasny-samochod-elektryczny-o-krok-od-tragedii,nId,7071144",Technologia
Zainstalowałem Android 14. Tak działa nowy system Google,technologia,"https://geekweek.interia.pl/technologia/news-zainstalowalem-android-14-tak-dziala-nowy-system-google,nId,7068930",Technologia
"Meta używa twoich wiadomości i zdjęć, by szkolić sztuczną inteligencję",technologia,"https://geekweek.interia.pl/technologia/news-meta-uzywa-twoich-wiadomosci-i-zdjec-by-szkolic-sztuczna-int,nId,7064666",Technologia
Ważna aktualizacja mObywatela. Wszyscy z niej skorzystamy,technologia,"https://geekweek.interia.pl/technologia/news-wazna-aktualizacja-mobywatela-wszyscy-z-niej-skorzystamy,nId,7066846",Technologia
Audiobooki w Spotify? Aż 150 tysięcy pozycji w aplikacji,technologia,"https://geekweek.interia.pl/technologia/news-audiobooki-w-spotify-az-150-tysiecy-pozycji-w-aplikacji,nId,7066715",Technologia
Spotify da więcej za więcej. Jaka cena za jakość Hi-Fi,technologia,"https://geekweek.interia.pl/technologia/news-spotify-da-wiecej-za-wiecej-jaka-cena-za-jakosc-hi-fi,nId,7064716",Technologia
"Telefon do 1500 zł. Wiemy, jaki warto kupić!",technologia,"https://geekweek.interia.pl/technologia/news-telefon-do-1500-zl-wiemy-jaki-warto-kupic,nId,6949058",Technologia
Pożar telefonu ucznia w plecaku. Ewakuowano całą szkołę,technologia,"https://geekweek.interia.pl/technologia/news-pozar-telefonu-ucznia-w-plecaku-ewakuowano-cala-szkole,nId,7066925",Technologia
Sprzedają laptopy dla uczniów? Chory proceder w sieci,technologia,"https://geekweek.interia.pl/technologia/news-sprzedaja-laptopy-dla-uczniow-chory-proceder-w-sieci,nId,7064575",Technologia
Korzystasz z telefonu w toalecie? No to masz przekichane...,technologia,"https://geekweek.interia.pl/technologia/news-korzystasz-z-telefonu-w-toalecie-no-to-masz-przekichane,nId,7068839",Technologia
