headline,category,content,url
Nerwowo w 'Kropce nad I'. Biejat w ogniu pytań Olejnik. 'Czy to nie kompromitujące?',wiadomosci,"Co się stało: Gościnią Kropki nad I w poniedziałek (16 grudnia) była Magdalena Biejat. W pewnym momencie w studiu doszło do spięcia. Monika Olejnik zapytała się polityczki o to, czy fakt, że w 2015","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31550489,nerwowo-w-kropce-nad-i-biejat-w-ogniu-pytan-olejnik-czy.html"
Ważą się losy ministra Wieczorka. Nieoficjalnie: Tusk dał Czarzastemu kilka dni,wiadomosci,O co chodzi: Premier rozmawiał w poniedziałek 16 grudnia z przewodniczącym Nowej Lewicy o przyszłości ministra nauki i szkolnictwa wyższego Dariusza Wieczorka. Spotkanie rozpoczęło się o godz. 18.00 w,"https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31550311,zapadla-decyzja-ws-ministra-nauki-dariusza-wieczorka-tusk.html"
Syn Jacka Kurskiego pozywa Donalda Tuska i TVP. Mówi o 'oszczerstwie i szantażu',wiadomosci,"Zdzisław Kurski pozywa Donalda Tuska: Syn Jacka Kurskiego w opublikowanym przez portal Tysol.pl oświadczeniu poinformował, że skieruje prywatny akt oskarżenia przeciwko Donaldowi Tuskowi za fałszywe","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31550373,syn-jacka-kurskiego-pozywa-donalda-tuska-nie-zgwalcilem.html"
"PSL zgodzi się na związki partnerskie? Kotula po spotkaniu ze Zgorzelskim: Widać, że jest zmiana",wiadomosci,"Co powiedział Piotr Zgorzelski: Wicemarszałek w rozmowie z mediami po spotkaniu z Katarzyną Kotulą oświadczył, że dokonali pozytywnej oceny prac nad ustawami aborcyjnymi. Dodał, że ustalono, aby z k","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31550385,psl-zgodzi-sie-na-zwiazki-partnerskie-kotula-po-spotkaniu-ze.html"
Jest ruch obrońcy Romanowskiego. Do sądu wpłynęło pismo w sprawie zatrzymania polityka PiS,wiadomosci,Co się stało: Od 12 grudnia poseł i były wiceminister sprawiedliwości Marcin Romanowski jest poszukiwany listem gończym. Policja do tej pory nie zatrzymała jednak polityka. Funkcjonariusze podejrzewaj,"https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31550374,poszukiwania-marcina-romanowskiego-obronca-polityka-pis-zlozyl.html"
Strzelanina w szkole w Wisconsin. Są ofiary śmiertelne,wiadomosci,"Strzelanina w Madison: Z informacji podanych przez policję z Madison wynika, że w ataku na szkołę Abundant Life Christian School zginęły co najmniej trzy osoby. Jedna z nich to sam napastnik, który by","https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31550422,strzelanina-w-szkole-w-wisconsin-sa-ofiary-smiertelne.html"
Andrzej Duda wściekły po decyzji PKW. Mówi o 'postkomunistycznej hydrze'. 'Nie zaprzestanę tej walki',wiadomosci,,"https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31550272,andrzej-duda-wsciekly-po-decyzji-pkw-mowi-o-postkomunistycznej.html"
Został skazany w sprawie organizacji lotu do Smoleńska. Teraz go uniewinniono,wiadomosci,Tomasz Arabski uniewinniony: W poniedziałek 16 grudnia Sąd Apelacyjny w Warszawie uniewinnił byłego szefa Kancelarii Premiera Tomasza Arabskiego i dwoje innych urzędników - poinformowało RMF24. Byli o,"https://wiadomosci.gazeta.pl/wiadomosci/7,114883,31550282,zostal-skazany-w-sprawie-organizacji-lotu-do-smolenska-teraz.html"
"Masą biegiem przez pola. Ukraińcy twierdzą, że doświadczyli pierwszej ludzkiej fali z Korei Północnej",wiadomosci,Do pierwszych zmasowanych ataków północnokoreańskich żołnierzy miało dojść w ostatnich dniach w kilku punktach frontu w obwodzie kurskim. Nagrania pokazywane jako dowody miały zostać wykonane głównie,"https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31549299,masa-biegiem-przez-pola-ukraincy-twierdza-ze-doswiadczyli.html"
Andrzej Duda w MKOl-u? Komitet zaskoczony upublicznieniem tej informacji,wiadomosci,"Stanowisko MKOl-u: Rzecznik Międzynarodowego Komitetu Olimpijskiego Mark Adams w rozmowie z Polskim Radiem stwierdził, że MKOl jest zaskoczony faktem, że kandydatura (prezydenta Dudy - red.) została","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31550214,andrzej-duda-w-mkol-u-komitet-zaskoczony-upublicznieniem-tej.html"
